Start Timestamp,Elapsed Time (s),Rounds Played,Score,Total Reward,Loss,BOMB_DROPPED,BOMB_EXPLODED,COIN_COLLECTED,COIN_FOUND,CRATE_DESTROYED,GOT_KILLED,INVALID_ACTION,KILLED_OPPONENT,KILLED_SELF,MOVED_DOWN,MOVED_LEFT,MOVED_RIGHT,MOVED_UP,OPPONENT_ELIMINATED,SURVIVED_ROUND,WAITED,UP,RIGHT,DOWN,LEFT,WAIT,BOMB
2024-09-11 20:50:17,0.044670820236206055,10,0,-153.40000000000003,0,10,10,0,0,4,10,27,0,10,1,0,3,1,0,0,11,3,16,1,0,11,22
2024-09-11 20:50:17,1.5658481121063232,10,0,-3625.000000000012,10473637599.617516,5,5,0,0,3,5,1815,0,5,48,44,15,38,0,5,65,74,48,349,1482,65,12
2024-09-11 20:50:17,4.879460096359253,10,0,-7343.399999999946,312565193445.9453,0,0,0,0,0,0,3731,0,0,46,75,53,43,0,10,62,72,77,83,3716,62,0
2024-09-11 20:50:17,8.289244890213013,10,0,-7311.199999999933,768218419855.4609,0,0,0,0,0,0,3718,0,0,33,91,77,35,0,10,56,94,95,66,3699,56,0
2024-09-11 20:50:17,11.396431922912598,10,0,-7289.799999999915,1754857801.14683,0,0,0,0,0,0,3705,0,0,31,103,57,46,0,10,68,82,79,77,3704,68,0
2024-09-11 20:50:17,14.839235067367554,10,0,-7157.199999999895,141273.9725669548,0,0,0,0,0,0,3642,0,0,90,51,49,100,0,10,78,1611,867,1227,227,78,0
2024-09-11 20:50:17,18.170861959457397,10,0,-5983.800000000025,174628.4825864192,0,0,0,0,0,0,2915,0,0,80,98,56,73,0,10,788,570,71,498,2083,788,0
2024-09-11 20:50:17,21.1682710647583,10,0,-7006.599999999971,441973.00653322786,0,0,0,0,0,0,3531,0,0,62,62,49,72,0,10,234,427,249,630,2470,234,0
2024-09-11 20:50:17,23.81533694267273,10,0,-5825.599999999944,6297.50953400135,2,2,0,0,4,2,2958,0,2,86,54,47,85,0,8,62,1344,90,1389,407,62,2
2024-09-11 20:50:17,26.342671871185303,10,0,-5880.599999999961,250500204209.32913,2,2,0,0,4,2,2975,0,2,43,51,45,36,0,8,66,92,58,2863,137,66,2
2024-09-11 20:50:17,29.796420097351074,10,0,-7033.399999999941,132680849552.50891,0,0,0,0,0,0,3586,0,0,128,63,59,97,0,10,77,739,88,3015,91,77,0
2024-09-11 20:50:17,33.3322229385376,10,0,-7222.999999999903,43392126455.985405,0,0,0,0,0,0,3673,0,0,67,37,87,72,0,10,74,708,3026,119,83,74,0
2024-09-11 20:50:17,36.75488209724426,10,0,-5282.199999999481,20844.621027328074,0,0,0,0,0,0,2436,0,0,40,56,59,44,0,10,1375,259,463,90,1823,1375,0
2024-09-11 20:50:17,40.28458499908447,10,0,-2351.2000000000207,7170.463660597801,0,0,0,0,0,0,603,0,0,44,68,48,36,0,10,3211,77,87,89,546,3211,0
2024-09-11 20:50:17,43.83582091331482,10,0,-5271.7999999997155,5287.313784182072,0,0,0,0,0,0,2428,0,0,37,68,59,31,0,10,1387,75,84,79,2385,1387,0
2024-09-11 20:50:17,47.30602502822876,10,0,-1813.60000000023,357.6801286803093,0,0,0,0,0,0,264,0,0,49,46,60,33,0,10,3558,109,148,120,75,3558,0
2024-09-11 20:50:17,50.52454996109009,10,0,-1728.4000000002272,155.71259959315648,0,0,0,0,0,0,198,0,0,31,51,38,34,0,10,3658,84,95,85,88,3658,0
2024-09-11 20:50:17,53.80394196510315,10,0,-1761.800000000213,132.8509953319699,0,0,0,0,0,0,247,0,0,44,93,67,25,0,10,3534,70,119,98,189,3534,0
2024-09-11 20:50:17,57.11585998535156,10,0,-1802.4000000002256,134.490540575036,0,0,0,0,0,0,260,0,0,40,63,58,35,0,10,3554,93,127,101,135,3554,0
2024-09-11 20:50:17,60.390323877334595,10,0,-1750.400000000224,144.96813536348054,0,0,0,0,0,0,226,0,0,44,52,54,42,0,10,3592,86,121,99,112,3592,0
2024-09-11 20:50:17,63.612671852111816,10,0,-1767.6000000002325,147.2154788204498,0,0,0,0,0,0,260,0,0,65,61,64,64,0,10,3496,144,122,105,143,3496,0
2024-09-11 20:50:17,66.7092809677124,10,0,-1742.2000000002272,154.09425167972222,0,0,0,0,0,0,246,0,0,61,67,76,55,0,10,3505,112,145,144,104,3505,0
2024-09-11 20:50:17,69.93083596229553,10,0,-1783.0000000002185,168.43500357192534,0,0,0,0,0,0,291,0,0,74,81,83,73,0,10,3408,125,165,134,178,3408,0
2024-09-11 20:50:17,72.94533395767212,10,0,-1858.200000000233,181.20947808260098,0,0,0,0,0,0,320,0,0,55,83,70,55,0,10,3427,136,140,139,168,3427,0
2024-09-11 20:50:17,75.97421598434448,10,0,-1768.6000000002302,184.31588773569092,0,0,0,0,0,0,267,0,0,68,69,68,66,0,10,3472,144,143,130,121,3472,0
2024-09-11 20:50:17,79.10193514823914,10,0,-1793.0000000002215,174.74485776596703,0,0,0,0,0,0,271,0,0,67,51,63,60,0,10,3498,115,133,123,141,3498,0
2024-09-11 20:50:17,82.50659513473511,10,0,-1806.8000000002257,165.74563937138373,0,0,0,0,0,0,268,0,0,57,46,40,67,0,10,3532,132,108,139,99,3532,0
2024-09-11 20:50:17,85.72880482673645,10,0,-1836.6000000002339,162.83430585565293,0,0,0,0,0,0,287,0,0,71,38,38,64,0,10,3512,160,98,134,106,3512,0
2024-09-11 20:50:17,89.1964647769928,10,0,-1697.2000000002188,156.61204039490622,0,0,0,0,0,0,207,0,0,57,59,50,64,0,10,3573,110,104,124,99,3573,0
2024-09-11 20:50:17,92.4607949256897,10,0,-1751.200000000218,151.70827834802913,0,0,0,0,0,0,243,0,0,50,71,67,48,0,10,3531,104,122,129,124,3531,0
2024-09-11 20:50:17,95.60140109062195,10,0,-1859.6000000002355,154.904163785719,0,0,0,0,0,0,316,0,0,45,81,80,44,0,10,3444,103,174,96,193,3444,0
